iter	RMSEWithUncertainty
616	5.094718892
617	5.093787191
618	5.093369246
619	5.092792927
620	5.092245534
621	5.091629577
622	5.091017221
623	5.090500874
624	5.089654123
625	5.089182095
626	5.088729979
627	5.088125905
628	5.087459821
629	5.086944507
630	5.086329045
631	5.08553829
632	5.085001474
633	5.084114334
634	5.083056586
635	5.082766228
636	5.08193768
637	5.081460724
638	5.080954472
639	5.080245233
640	5.079666802
641	5.078955563
642	5.078295357
643	5.077583283
644	5.077120148
645	5.07643258
646	5.075977335
647	5.07528728
648	5.074501432
649	5.07402108
650	5.073395102
651	5.072919637
652	5.072570761
653	5.071990541
654	5.071252697
655	5.070819165
656	5.069926777
657	5.069442193
658	5.068936622
659	5.068165641
660	5.06760487
661	5.066779779
662	5.066244084
663	5.065855363
664	5.065157236
665	5.064454256
666	5.063894577
667	5.06345714
668	5.062951563
669	5.062091773
670	5.061867295
671	5.061317083
672	5.060796346
673	5.060225091
674	5.059755286
675	5.059051815
676	5.058306895
677	5.057621166
678	5.057017355
679	5.056256608
680	5.055835703
681	5.055644295
682	5.054958077
683	5.054381287
684	5.053793105
685	5.053358317
686	5.052785471
687	5.052165831
688	5.051987691
689	5.051365498
690	5.050819744
691	5.050590271
692	5.049988471
693	5.049489026
694	5.048983535
695	5.048261522
696	5.047582533
697	5.047105907
698	5.046586741
699	5.04586918
700	5.045430511
701	5.044957765
702	5.044380154
703	5.04374962
704	5.043522369
705	5.043013631
706	5.042482911
707	5.041881913
708	5.0412482
709	5.040790704
710	5.04036724
711	5.039858141
712	5.039270862
713	5.038544009
714	5.038293164
715	5.037793662
716	5.037123767
717	5.036589536
718	5.036331737
719	5.035974685
720	5.035197347
721	5.034764607
722	5.034247454
723	5.033772216
724	5.033471818
725	5.032946542
726	5.032430238
727	5.032071582
728	5.031793163
729	5.031637419
730	5.031187804
731	5.030652639
732	5.029935721
733	5.029392073
734	5.028947802
735	5.028652503
736	5.028219769
737	5.027952616
738	5.027277496
739	5.026966156
740	5.026595269
741	5.026035209
742	5.025375747
743	5.025229
744	5.024798895
745	5.024366033
746	5.024060466
747	5.023785606
748	5.023396166
749	5.022908221
750	5.022575681
751	5.021937498
752	5.02125406
753	5.020773405
754	5.020536953
755	5.020150848
756	5.019901526
757	5.019449665
758	5.019125725
759	5.018818048
760	5.018419327
761	5.017872635
762	5.01757973
763	5.01718823
764	5.016902133
765	5.016450634
766	5.01595654
767	5.015594258
768	5.015042017
769	5.014895971
770	5.014453726
771	5.01414875
772	5.013766796
773	5.013334765
774	5.012819411
775	5.012481097
776	5.012016964
777	5.011585988
778	5.010937778
779	5.010363066
780	5.010076537
781	5.009617464
782	5.009249383
783	5.008430112
784	5.008003881
785	5.007658784
786	5.006910921
787	5.006792754
788	5.006446759
789	5.005902541
790	5.005417568
791	5.004791085
792	5.004624176
793	5.00416582
794	5.003755416
795	5.003299166
796	5.002907932
797	5.002395205
798	5.002113515
799	5.001794518
800	5.00130645
801	5.001034689
802	5.000697133
803	5.000362634
804	4.999902471
805	4.999337676
806	4.998865923
807	4.998344547
808	4.997986207
809	4.997561175
810	4.997219458
811	4.996738173
812	4.99646833
813	4.996021751
814	4.995628509
815	4.995522817
816	4.995042598
817	4.994823747
818	4.994411663
819	4.994213004
820	4.99361562
821	4.993013809
822	4.992674252
823	4.992385322
824	4.992014979
825	4.991521991
826	4.991226618
827	4.99085992
828	4.990401373
829	4.989644202
830	4.988981225
831	4.988602013
832	4.988191944
833	4.987649548
834	4.987224581
835	4.98686085
836	4.986600292
837	4.986233483
838	4.985953361
839	4.98556677
840	4.985215922
841	4.984714192
842	4.984406799
843	4.98395657
844	4.983632044
845	4.982992983
846	4.982766122
847	4.982267964
848	4.981686378
849	4.981156547
850	4.980808116
851	4.980413306
852	4.979858607
853	4.979242062
854	4.978753708
855	4.978251952
856	4.977733093
857	4.977272192
858	4.977213929
859	4.976836854
860	4.976415814
861	4.976359049
862	4.97578903
863	4.975243964
864	4.975014047
865	4.974377974
866	4.973795641
867	4.973438179
868	4.973028259
869	4.972579123
870	4.972300661
871	4.972095409
872	4.971718807
873	4.971340761
874	4.971081148
875	4.970609726
876	4.970298391
877	4.969887606
878	4.969536328
879	4.969114394
880	4.968483467
881	4.968104707
882	4.967793338
883	4.967472755
884	4.967038307
885	4.966662159
886	4.966514091
887	4.966165508
888	4.965812698
889	4.965485834
890	4.965050478
891	4.964534303
892	4.964248118
893	4.963991191
894	4.963464004
895	4.963123765
896	4.962957598
897	4.962735453
898	4.962384969
899	4.961863222
900	4.961808702
901	4.961656591
902	4.961261151
903	4.960661471
904	4.960337375
905	4.960004639
906	4.959633594
907	4.959418025
908	4.959043904
909	4.95861689
910	4.958400124
911	4.95804282
912	4.957754727
913	4.957253395
914	4.956832714
915	4.956406072
916	4.956124276
917	4.955682219
918	4.955379012
919	4.955031287
920	4.954702385
921	4.954264293
922	4.953727879
923	4.953415327
924	4.953160051
925	4.952810695
926	4.952192638
927	4.951786936
928	4.951587433
929	4.951428316
930	4.951269838
931	4.951042403
932	4.950784115
933	4.950356992
934	4.950124974
935	4.949811149
936	4.9493054
937	4.949215803
938	4.948970812
939	4.948505524
940	4.948167771
941	4.947856599
942	4.947598757
943	4.947258828
944	4.946881955
945	4.946221319
946	4.945925465
947	4.945312703
948	4.944851902
949	4.94456952
950	4.944290711
951	4.944057422
952	4.943823558
953	4.943406056
954	4.943056294
955	4.942598438
956	4.942238149
957	4.942003759
958	4.941721681
959	4.94168455
960	4.941362061
961	4.94100977
962	4.940699162
963	4.94022631
964	4.939889414
965	4.939678072
966	4.939293961
967	4.938835702
968	4.938435427
969	4.938074335
970	4.937760812
971	4.93756158
972	4.937307305
973	4.936921662
974	4.936577252
975	4.936301073
976	4.935857711
977	4.935597397
978	4.935318773
979	4.935031095
980	4.934782964
981	4.934652086
982	4.934303105
983	4.934182952
984	4.933951586
985	4.933599932
986	4.933513962
987	4.933223984
988	4.93272751
989	4.932349087
990	4.932089465
991	4.931777955
992	4.931539438
993	4.93148338
994	4.931179059
995	4.93091404
996	4.930592331
997	4.930218601
998	4.929864893
999	4.929658757
1000	4.92945936
1001	4.92901633
1002	4.928534132
1003	4.928225551
1004	4.927858281
1005	4.927413491
1006	4.927193266
1007	4.926845889
1008	4.92640638
1009	4.925989193
1010	4.925595685
1011	4.925516875
1012	4.925175777
1013	4.924904768
1014	4.924676989
1015	4.924571947
1016	4.924154651
1017	4.923932482
1018	4.923766818
1019	4.923522644
1020	4.923114972
1021	4.922654663
1022	4.922213786
1023	4.921718517
1024	4.921476044
1025	4.921288385
1026	4.9211326
1027	4.920644434
1028	4.920420915
1029	4.92010593
1030	4.919908459
1031	4.919530518
1032	4.919297119
1033	4.918880046
1034	4.918755967
1035	4.918323779
1036	4.918027048
1037	4.91796245
1038	4.917728204
1039	4.917411219
1040	4.917383226
1041	4.917163634
1042	4.917000791
1043	4.916913982
1044	4.916559116
1045	4.916267944
1046	4.916195344
1047	4.915975009
1048	4.915554181
1049	4.915338085
1050	4.915104021
1051	4.914712142
1052	4.914505094
1053	4.914279997
1054	4.91372583
1055	4.913336155
1056	4.912952505
1057	4.912655562
1058	4.91214238
1059	4.912032027
1060	4.911781963
1061	4.911458532
1062	4.911316092
1063	4.911130984
1064	4.910737506
1065	4.910462919
1066	4.910284617
1067	4.910231112
1068	4.909970475
1069	4.909530128
1070	4.909289386
1071	4.909036044
1072	4.9086169
1073	4.908342655
1074	4.908134016
1075	4.907824443
1076	4.907517706
1077	4.907108556
1078	4.906880807
1079	4.906731646
1080	4.906462375
1081	4.906381997
1082	4.905928738
1083	4.905517433
1084	4.905259732
1085	4.90508009
1086	4.904618972
1087	4.904391827
1088	4.904167473
1089	4.903940753
1090	4.903502954
1091	4.903120748
1092	4.902949682
1093	4.902644616
1094	4.902353555
1095	4.902108598
1096	4.901529227
1097	4.900960219
1098	4.900628957
1099	4.900456431
1100	4.900107081
1101	4.899929153
1102	4.89968549
1103	4.899252021
1104	4.898739425
1105	4.898179678
1106	4.897996163
1107	4.897389839
1108	4.897106773
1109	4.896814264
1110	4.89643689
1111	4.896380981
1112	4.895941081
1113	4.895516527
1114	4.895206654
1115	4.895050383
1116	4.894558396
1117	4.894205855
1118	4.893916425
1119	4.893792207
1120	4.893611439
1121	4.893276367
1122	4.892937987
1123	4.892482425
1124	4.892298227
1125	4.891921757
1126	4.891528199
1127	4.891197241
1128	4.890927111
1129	4.890725977
1130	4.890109535
1131	4.889881523
1132	4.889517331
1133	4.889343868
1134	4.888981086
1135	4.888481091
1136	4.888198244
1137	4.887749095
1138	4.887443016
1139	4.887291664
1140	4.886757542
1141	4.886632054
1142	4.886307247
1143	4.885928302
1144	4.885850069
1145	4.885320373
1146	4.884933824
1147	4.884762548
1148	4.884585817
1149	4.884388132
1150	4.884180831
1151	4.884086158
1152	4.883815273
1153	4.883518936
1154	4.883222073
1155	4.883079271
1156	4.882914562
1157	4.882761746
1158	4.882418043
1159	4.882097888
1160	4.881936809
1161	4.881686045
1162	4.881508633
1163	4.881010001
1164	4.880783835
1165	4.880635265
1166	4.880301654
1167	4.880130149
1168	4.87990809
1169	4.879656756
1170	4.879548278
1171	4.879196464
1172	4.878776206
1173	4.878583797
1174	4.878340911
1175	4.878175565
1176	4.877959798
1177	4.877776938
1178	4.877407997
1179	4.877083219
1180	4.876830817
1181	4.876328705
1182	4.875968749
1183	4.875712452
1184	4.875354894
1185	4.875141546
1186	4.874905676
1187	4.874704037
1188	4.874303883
1189	4.87396315
1190	4.873807294
1191	4.873603051
1192	4.873228329
1193	4.87303825
1194	4.872912621
1195	4.872540906
1196	4.872291822
1197	4.872084504
1198	4.871809734
1199	4.871752354
1200	4.871378962
1201	4.871070028
1202	4.87059308
1203	4.870257028
1204	4.87009418
1205	4.869871631
1206	4.869473408
1207	4.869256802
1208	4.869024922
1209	4.868554244
1210	4.868426036
1211	4.868222156
1212	4.868196442
1213	4.868013374
1214	4.867758082
1215	4.867425224
1216	4.867125127
1217	4.866922326
1218	4.866449303
1219	4.8662422
1220	4.866039683
1221	4.865762884
1222	4.865636377
1223	4.865289114
1224	4.865137343
1225	4.864811213
1226	4.86445954
1227	4.864293323
1228	4.864104704
1229	4.863972071
1230	4.863720838
1231	4.863630608
1232	4.863490955
1233	4.863256574
1234	4.863098776
1235	4.863012818
1236	4.862794803
1237	4.862467211
1238	4.862347835
1239	4.862029908
1240	4.861767323
1241	4.861365276
1242	4.861066712
1243	4.860858203
1244	4.860840167
1245	4.860660928
1246	4.860429463
1247	4.860138975
1248	4.859760845
1249	4.859476217
1250	4.859164704
1251	4.859034729
1252	4.858648866
1253	4.858223607
1254	4.857917479
1255	4.85758099
1256	4.857266496
1257	4.856992651
1258	4.856788872
1259	4.856671487
1260	4.856476275
1261	4.856142082
1262	4.855901283
1263	4.855567968
1264	4.855230028
1265	4.854934692
1266	4.854702205
1267	4.854393133
1268	4.854166925
1269	4.853984193
1270	4.853658942
1271	4.853548099
1272	4.853196311
1273	4.852973133
1274	4.852936439
1275	4.852752436
1276	4.852534507
1277	4.852183458
1278	4.852050643
1279	4.85166879
1280	4.851348497
1281	4.850910327
1282	4.850582808
1283	4.850387637
1284	4.850225216
1285	4.849883732
1286	4.849762829
1287	4.849583437
1288	4.849268666
1289	4.849038586
1290	4.848684695
1291	4.848463819
1292	4.84818853
1293	4.847821263
1294	4.847521005
1295	4.8471749
1296	4.847035023
1297	4.846827981
1298	4.846599594
1299	4.846444172
1300	4.846344316
1301	4.846119273
1302	4.845918705
1303	4.8455303
1304	4.845269274
1305	4.844909623
1306	4.844771901
1307	4.844535463
1308	4.844139708
1309	4.843905921
1310	4.843682984
1311	4.843273766
1312	4.842940107
1313	4.842523703
1314	4.842345131
1315	4.842142463
1316	4.841879132
1317	4.841480776
1318	4.841156088
1319	4.840977276
1320	4.840750616
1321	4.840587159
1322	4.840243839
1323	4.840136259
1324	4.83972935
1325	4.839488139
1326	4.839304596
1327	4.839078102
1328	4.838765687
1329	4.838435797
1330	4.838140378
1331	4.837863395
1332	4.837486551
1333	4.837120294
1334	4.836951951
1335	4.836766346
1336	4.836626854
1337	4.836428354
1338	4.836254578
1339	4.835824564
1340	4.835556459
1341	4.835358364
1342	4.835161321
1343	4.83487626
1344	4.834225822
1345	4.834021913
1346	4.833862627
1347	4.833647629
1348	4.833437392
1349	4.833139483
1350	4.832947787
1351	4.832414617
1352	4.832048154
1353	4.831920058
1354	4.831726005
1355	4.831299454
1356	4.830880053
1357	4.83069215
1358	4.83037913
1359	4.830240912
1360	4.829846065
1361	4.829526861
1362	4.829331177
1363	4.829186585
1364	4.828846475
1365	4.828747796
1366	4.828627998
1367	4.828349848
1368	4.827985673
1369	4.827664123
1370	4.827294165
1371	4.827017069
1372	4.826886127
1373	4.826572845
1374	4.826418809
1375	4.826267623
1376	4.826063187
1377	4.825642395
1378	4.825311467
1379	4.824947564
1380	4.824816273
1381	4.824519385
1382	4.824178551
1383	4.823991788
1384	4.82396151
1385	4.823725443
1386	4.823418721
1387	4.823040643
1388	4.822888123
1389	4.822431876
1390	4.822196513
1391	4.822071888
1392	4.821807422
1393	4.821396052
1394	4.821238836
1395	4.82091554
1396	4.820458713
1397	4.820076593
1398	4.819780282
1399	4.819484448
1400	4.819282006
1401	4.819013273
1402	4.818831516
1403	4.818742872
1404	4.818566115
1405	4.818336135
1406	4.818030972
1407	4.817804451
1408	4.817768899
1409	4.817580222
1410	4.817387105
1411	4.817176242
1412	4.816825972
1413	4.816679259
1414	4.816554725
1415	4.816395199
1416	4.816157281
1417	4.815950443
1418	4.815770359
1419	4.815291382
1420	4.815210725
1421	4.814789912
1422	4.814547552
1423	4.814240739
1424	4.814016829
1425	4.813846201
1426	4.813598255
1427	4.813469132
1428	4.813352383
1429	4.813102808
1430	4.812703354
1431	4.812474508
1432	4.812242101
1433	4.812117769
1434	4.811974077
1435	4.811778448
1436	4.811607766
1437	4.811252507
1438	4.810913254
1439	4.810775137
1440	4.810576145
1441	4.810404247
1442	4.810233101
1443	4.809997522
1444	4.809890056
1445	4.809697354
1446	4.809149516
1447	4.808996599
1448	4.808801052
1449	4.808600017
1450	4.808489596
1451	4.808366058
1452	4.808251085
1453	4.808075742
1454	4.807843108
1455	4.807687011
1456	4.807482947
1457	4.807384169
1458	4.807079502
1459	4.80683475
1460	4.806568774
1461	4.806289583
1462	4.805936091
1463	4.805833618
1464	4.805676058
1465	4.805502238
1466	4.805341395
1467	4.805117267
1468	4.804817634
1469	4.804703214
1470	4.804421431
1471	4.804189472
1472	4.804018132
1473	4.803933618
1474	4.803803922
1475	4.803636641
1476	4.803478001
1477	4.803275773
1478	4.803087172
1479	4.802551159
1480	4.802274737
1481	4.802202937
1482	4.80195808
1483	4.801899431
1484	4.801628008
1485	4.801531037
1486	4.801307573
1487	4.801170539
1488	4.800862405
1489	4.800685745
1490	4.800521569
1491	4.80037972
1492	4.800099868
1493	4.799875934
1494	4.799745598
1495	4.79959949
1496	4.799226519
1497	4.799140679
1498	4.79893784
1499	4.798736889
1500	4.798540009
1501	4.79830188
1502	4.798121633
1503	4.797937264
1504	4.797755286
1505	4.797515263
1506	4.797371802
1507	4.797064713
1508	4.796782074
1509	4.796460238
1510	4.796178197
1511	4.795937014
1512	4.795877197
1513	4.795602652
1514	4.795428615
1515	4.795298252
1516	4.795059969
1517	4.794924254
1518	4.794756196
1519	4.794462968
1520	4.794388383
1521	4.794117589
1522	4.793637668
1523	4.793424125
1524	4.79321903
1525	4.793064729
1526	4.792912432
1527	4.792703098
1528	4.792581755
1529	4.792457421
1530	4.79223869
1531	4.792108686
1532	4.791983842
1533	4.791683825
1534	4.791480799
1535	4.791279754
1536	4.791094662
1537	4.790779585
1538	4.790583554
1539	4.790331281
1540	4.790122828
1541	4.789979054
1542	4.789794495
1543	4.789638836
1544	4.789452218
1545	4.789260697
1546	4.788951237
1547	4.788754595
1548	4.788567626
1549	4.788457858
1550	4.788395912
1551	4.788172194
1552	4.787988539
1553	4.787792725
1554	4.787474309
1555	4.787301545
1556	4.787210741
1557	4.787052043
1558	4.786855165
1559	4.786672844
1560	4.786575592
1561	4.786454437
1562	4.78595654
1563	4.785573602
1564	4.78541099
1565	4.785313425
1566	4.785180775
1567	4.785030659
1568	4.784886608
1569	4.784671751
1570	4.784204368
1571	4.783961634
1572	4.783748432
1573	4.783535146
1574	4.783355578
1575	4.783095051
1576	4.782941092
1577	4.782889743
1578	4.782523918
1579	4.782458562
1580	4.782303871
1581	4.782169979
1582	4.781928994
1583	4.781462004
1584	4.781261652
1585	4.78109099
1586	4.780757632
1587	4.780176427
1588	4.779987719
1589	4.77984209
1590	4.779628229
1591	4.779286656
1592	4.779093477
1593	4.778868021
1594	4.778773589
1595	4.778601481
1596	4.778486973
1597	4.77834357
1598	4.778067106
1599	4.777947355
1600	4.777678304
1601	4.777504668
1602	4.777395629
1603	4.777204127
1604	4.777091911
1605	4.776701228
1606	4.77652905
1607	4.776421313
1608	4.776141866
1609	4.77596935
1610	4.775663374
1611	4.775280986
1612	4.775098872
1613	4.774975351
1614	4.774797074
1615	4.774647749
1616	4.774395316
1617	4.774179092
1618	4.773878124
1619	4.773744292
1620	4.773413687
1621	4.773004101
1622	4.772738805
1623	4.772580455
1624	4.77243427
1625	4.772318908
1626	4.772106427
1627	4.771908353
1628	4.771610853
1629	4.771474932
1630	4.771390083
1631	4.771287891
1632	4.770991873
1633	4.77083488
1634	4.770684025
1635	4.770574935
1636	4.77025131
1637	4.76986063
1638	4.76969226
1639	4.769419484
1640	4.769156728
1641	4.768862401
1642	4.768781595
1643	4.768404763
1644	4.768237607
1645	4.768077132
1646	4.767832973
1647	4.767477253
1648	4.767271316
1649	4.767081443
1650	4.766746594
1651	4.766577521
1652	4.766269181
1653	4.766119577
1654	4.76587187
1655	4.76555933
1656	4.765434235
1657	4.765299681
1658	4.765156761
1659	4.764971047
1660	4.764847936
1661	4.764667077
1662	4.764461758
